Date,SPY,QQQ,IWM,EFA,EEM,XLK,XLF,XLE,XLV,XLU,TLT,IEF,LQD,HYG,GLD,DBC,VNQ
2015-02-03,169.2004852294922,94.57952117919922,102.47412872314453,44.78470993041992,31.52223014831543,17.843900680541992,15.588410377502441,25.5118465423584,58.04890823364258,16.845720291137695,98.13357543945312,84.5990219116211,82.24566650390625,49.37808609008789,121.05000305175781,15.327781677246094,55.16346740722656
2015-02-04,168.5561981201172,94.496826171875,102.09476470947266,44.41476058959961,31.36644172668457,17.87891387939453,15.549059867858887,25.090852737426758,57.32049560546875,16.641674041748047,98.30133056640625,84.73834991455078,82.3595962524414,49.171302795410156,121.58000183105469,14.989606857299805,54.935386657714844
2015-02-05,170.25778198242188,95.31440734863281,103.41398620605469,45.02659606933594,31.553369522094727,18.04523277282715,15.706453323364258,25.451244354248047,58.28895568847656,16.793842315673828,97.22200775146484,84.42871856689453,82.09812927246094,49.459774017333984,121.79000091552734,15.192513465881348,55.59428024291992
2015-02-06,169.78697204589844,94.73567199707031,103.30187225341797,44.46457290649414,31.01593017578125,17.988338470458984,15.831056594848633,25.457632064819336,57.75920486450195,16.102170944213867,95.50104522705078,83.48443603515625,81.23989868164062,49.49786376953125,118.63999938964844,15.234784126281738,53.97874450683594
2015-02-09,169.0270233154297,94.43254852294922,102.48277282714844,44.25113296508789,30.969200134277344,17.962078094482422,15.752361297607422,25.483131408691406,57.08046340942383,15.960380554199219,95.34790802001953,83.44572448730469,81.2935791015625,49.37808609008789,119.16999816894531,15.386964797973633,53.59859085083008
2015-02-10,170.82781982421875,95.9023208618164,103.13804626464844,44.65665817260742,30.89130973815918,18.229055404663086,15.876956939697266,25.470388412475586,58.04062271118164,16.288921356201172,94.58949279785156,83.23678588867188,81.07231140136719,49.546844482421875,118.47000122070312,15.192513465881348,53.769657135009766
2015-02-11,170.92681884765625,96.2513656616211,102.99147033691406,44.41476058959961,30.665430068969727,18.2990779876709,15.876956939697266,25.291772842407227,58.098567962646484,15.936165809631348,94.7645034790039,83.20578002929688,81.1259536743164,49.53050994873047,117.06999969482422,15.074152946472168,53.61126708984375
2015-02-12,172.5706329345703,97.37208557128906,104.16407775878906,45.104862213134766,31.319711685180664,18.548553466796875,16.03435707092285,25.62346649169922,58.305484771728516,15.863542556762695,94.450927734375,83.23678588867188,81.33383178710938,49.52507400512695,117.33999633789062,15.302421569824219,54.25115203857422
2015-02-13,173.28099060058594,98.2080078125,104.7848892211914,45.40365982055664,31.678003311157227,18.666728973388672,16.021236419677734,26.165668487548828,58.537269592285156,15.621455192565918,93.48108673095703,82.95806121826172,81.01200103759766,49.595848083496094,117.9800033569336,15.471506118774414,53.89004135131836
2015-02-17,173.55361938476562,98.29986572265625,105.11250305175781,45.510372161865234,31.607913970947266,18.67547607421875,16.073699951171875,26.245403289794922,58.959407806396484,15.607623100280762,92.07363891601562,82.36984252929688,80.6364974975586,49.56315994262695,116.01000213623047,15.479963302612305,53.75699234008789
2015-02-18,173.5701141357422,98.43766021728516,105.2246322631836,45.78071594238281,31.600109100341797,18.6929874420166,15.975333213806152,25.932842254638672,59.02564239501953,15.977663040161133,92.62053680419922,82.76461791992188,80.9248275756836,49.731876373291016,116.33999633789062,15.293966293334961,54.25749969482422
2015-02-19,173.44618225097656,98.92452239990234,105.23323822021484,45.83763885498047,31.46770668029785,18.758638381958008,15.909753799438477,25.811647415161133,59.12497329711914,15.797835350036621,92.00797271728516,82.55561065673828,80.9113998413086,49.61759567260742,115.94000244140625,15.243241310119629,53.091758728027344
2015-02-20,174.48696899414062,99.58589935302734,105.51776123046875,46.26449203491211,31.678003311157227,18.85492706298828,16.027790069580078,25.68726348876953,59.74576187133789,15.801290512084961,92.2778091430664,82.50914764404297,81.03209686279297,49.753665924072266,115.27999877929688,15.184057235717773,53.604949951171875
2015-02-23,174.4622039794922,99.68694305419922,105.62125396728516,46.10087966918945,31.358652114868164,18.868061065673828,15.988449096679688,25.582006454467773,60.018898010253906,15.908504486083984,93.33518981933594,82.8884506225586,81.30704498291016,49.791805267333984,115.43000030517578,15.082608222961426,54.03575897216797
2015-02-24,174.9578399658203,99.76045227050781,105.75918579101562,46.385433197021484,31.810415267944336,18.924959182739258,16.067140579223633,25.65217399597168,59.944419860839844,16.026084899902344,94.56035614013672,83.43798828125,81.83667755126953,49.84074401855469,115.26000213623047,15.091060638427734,52.97137451171875
2015-02-25,174.80914306640625,99.51243591308594,105.87989807128906,46.4210090637207,31.74810791015625,18.806781768798828,16.067140579223633,25.792518615722656,59.91960906982422,15.763252258300781,94.96868133544922,83.51538848876953,81.91038513183594,50.00407028198242,115.69999694824219,15.319331169128418,52.98405456542969
2015-02-26,174.60260009765625,100.01766967773438,106.26789093017578,46.29294967651367,31.75589370727539,18.924959182739258,16.027790069580078,25.314104080200195,60.08510208129883,15.659502983093262,93.67061614990234,83.02001190185547,81.4679183959961,49.99315643310547,116.06999969482422,15.192513465881348,52.40752029418945
2015-02-27,174.0078887939453,99.57672882080078,105.6902084350586,46.314300537109375,31.732528686523438,18.85930061340332,15.968774795532227,25.20247459411621,59.795406341552734,15.642207145690918,94.45823669433594,83.31414031982422,81.66234588623047,50.00407028198242,116.16000366210938,15.361599922180176,52.81932830810547
2015-03-02,175.10650634765625,100.47698211669922,106.45758056640625,46.385433197021484,31.685800552368164,19.008113861083984,16.08681869506836,25.027061462402344,60.33345031738281,15.341322898864746,92.69877624511719,82.69393157958984,80.95445251464844,49.99472427368164,115.68000030517578,15.141788482666016,53.123435974121094
2015-03-03,174.38787841796875,100.00846862792969,105.82816314697266,46.10087966918945,31.444337844848633,18.881183624267578,16.040912628173828,25.11954689025879,59.7871208190918,15.434703826904297,92.36268615722656,82.5156478881836,80.90740966796875,49.85261917114258,115.47000122070312,15.234784126281738,53.0220832824707
2015-03-04,173.65267944335938,99.62266540527344,105.50052642822266,45.91590118408203,31.101621627807617,18.806781768798828,15.942543029785156,25.084470748901367,60.076866149902344,15.348248481750488,92.39191436767578,82.57769012451172,80.85357666015625,49.75968551635742,115.11000061035156,15.099517822265625,52.51520919799805
2015-03-05,173.8427276611328,99.79718780517578,105.81092071533203,46.02261734008789,31.054882049560547,18.784896850585938,16.00812339782715,24.9345703125,60.29205322265625,15.469294548034668,92.27501678466797,82.62417602539062,80.96118927001953,49.85261917114258,115.0,15.04033374786377,52.667266845703125
2015-03-06,171.39768981933594,98.66730499267578,104.47447967529297,45.396549224853516,30.579750061035156,18.552932739257812,15.890081405639648,24.488059997558594,59.108428955078125,15.005867958068848,90.23646545410156,81.77914428710938,80.10064697265625,49.53557586669922,111.86000061035156,14.854337692260742,50.91865921020508
2015-03-09,172.1080780029297,98.95207977294922,104.93145751953125,45.46769332885742,30.462919235229492,18.640466690063477,15.962218284606934,24.312641143798828,59.47261047363281,15.033534049987793,91.06945037841797,82.15904998779297,80.42335510253906,49.43170166015625,111.97000122070312,14.8120698928833,51.32415008544922
2015-03-10,169.3160858154297,97.1148681640625,103.724365234375,44.47879409790039,29.785268783569336,18.259693145751953,15.621198654174805,23.97456169128418,58.8104133605957,15.005867958068848,92.26773071289062,82.50788879394531,80.55105590820312,49.24040222167969,111.41999816894531,14.617615699768066,51.2861442565918
2015-03-11,168.919677734375,96.55451202392578,104.36239624023438,44.59263229370117,30.011152267456055,18.14152717590332,15.719564437866211,24.044729232788086,58.77731704711914,14.909035682678223,92.93992614746094,82.65522766113281,80.96118927001953,49.37705612182617,110.75,14.693703651428223,51.330474853515625
2015-03-12,171.06729125976562,97.1883773803711,106.09544372558594,45.14754104614258,30.198091506958008,18.259693145751953,16.06058120727539,23.89163589477539,59.555362701416016,15.192617416381836,92.87415313720703,82.7326889038086,80.88048553466797,49.4754638671875,110.72000122070312,14.626070976257324,52.22378921508789
2015-03-13,170.01829528808594,96.76579284667969,105.716064453125,44.88431167602539,29.832008361816406,18.159034729003906,15.949095726013184,23.802331924438477,59.43950271606445,15.036995887756348,92.58924865722656,82.60867309570312,80.65193176269531,49.3060188293457,110.87999725341797,14.330166816711426,52.192108154296875
2015-03-16,172.28981018066406,98.01509857177734,106.33689880371094,45.38942337036133,30.19029998779297,18.373483657836914,16.145837783813477,24.124473571777344,60.755584716796875,15.296372413635254,93.48063659667969,82.89552307128906,80.7325668334961,49.25679397583008,110.80999755859375,14.313258171081543,52.73063659667969
2015-03-17,171.77764892578125,98.1712646484375,106.62139892578125,45.27560043334961,30.540802001953125,18.37786293029785,16.106489181518555,24.031980514526367,60.58177947998047,15.272162437438965,94.25508880615234,83.06607055664062,80.86707305908203,49.010807037353516,110.20999908447266,14.211806297302246,52.71162796020508
2015-03-18,173.8427276611328,99.13579559326172,107.47499084472656,46.24314880371094,31.288555145263672,18.62733268737793,16.19830322265625,24.73044776916504,61.368099212646484,15.683700561523438,96.07441711425781,84.01963806152344,81.86200714111328,49.448116302490234,112.37000274658203,14.6007080078125,53.81399917602539
2015-03-19,173.0497283935547,99.28279876708984,107.68192291259766,45.70245361328125,30.758909225463867,18.574813842773438,16.04746437072754,24.33814811706543,61.72404098510742,15.538457870483398,95.58493041992188,83.62422943115234,81.44518280029297,49.0545768737793,112.29000091552734,14.355530738830566,53.78865432739258
2015-03-20,174.57720947265625,99.9254379272461,108.63034057617188,46.71269607543945,31.218446731567383,18.694787979125977,16.26535415649414,24.69619369506836,62.17059326171875,15.678230285644531,96.08908081054688,83.96532440185547,81.6737289428711,49.43717575073242,113.56999969482422,14.549981117248535,55.13813018798828
2015-03-23,174.23707580566406,99.73207092285156,108.5354995727539,46.94746017456055,31.31192398071289,18.694787979125977,16.17319107055664,24.6094913482666,61.996280670166016,15.688682556152344,95.97212982177734,84.0738525390625,81.86200714111328,49.4754638671875,114.29000091552734,14.719069480895996,55.06845474243164
2015-03-24,173.25796508789062,99.37300109863281,108.5096435546875,46.847869873046875,31.43655776977539,18.63326644897461,16.041547775268555,24.44571876525879,61.456764221191406,15.51440143585205,96.90007019042969,84.32974243164062,81.9830322265625,49.55199432373047,114.56999969482422,14.6007080078125,54.59959411621094
2015-03-25,170.71908569335938,97.09883880615234,105.9177017211914,46.6273193359375,30.938053131103516,18.154247283935547,15.784828186035156,24.763612747192383,60.336204528808594,15.333155632019043,96.081787109375,83.96532440185547,81.71410369873047,49.420799255371094,114.7300033569336,14.642979621887207,53.65762710571289
2015-03-26,170.31259155273438,96.7673568725586,105.7879638671875,46.22181701660156,30.649850845336914,18.167430877685547,15.771662712097168,24.734716415405273,60.1950798034668,15.204187393188477,94.58385467529297,83.49246215820312,81.20989990234375,49.41531753540039,115.4800033569336,14.82052230834961,53.37718963623047
2015-03-27,170.7025146484375,97.15408325195312,106.46257019042969,46.342750549316406,30.735530853271484,18.180620193481445,15.751917839050293,24.532421112060547,60.626712799072266,15.29481029510498,95.76026153564453,83.81806182861328,81.5325927734375,49.45360565185547,115.05999755859375,14.524618148803711,53.447303771972656
2015-03-30,172.7850341796875,98.26814270019531,107.90682983398438,46.3712158203125,31.327499389648438,18.400344848632812,15.98230266571045,25.059038162231445,61.24095916748047,15.483036994934082,95.28533935546875,83.81031799316406,81.6737289428711,49.59025955200195,113.75,14.6007080078125,54.21210861206055
2015-03-31,171.27499389648438,97.22773742675781,107.5608901977539,45.65266036987305,31.25739860534668,18.211383819580078,15.870403289794922,24.911333084106445,60.17848587036133,15.486520767211914,95.48989868164062,84.02733612060547,81.82166290283203,49.53010559082031,113.66000366210938,14.431620597839355,53.734092712402344
2015-04-01,170.66928100585938,96.72135925292969,107.60415649414062,45.97993087768555,31.646846771240234,18.185009002685547,15.857236862182617,24.904916763305664,59.57254409790039,15.500462532043457,96.74414825439453,84.42720794677734,82.05693054199219,49.63225555419922,115.5999984741211,14.693703651428223,53.65762710571289
2015-04-02,171.28330993652344,96.7857894897461,107.80307006835938,46.37833023071289,32.121986389160156,18.180620193481445,15.936225891113281,24.956279754638672,59.75517654418945,15.528348922729492,95.7190933227539,84.18651580810547,81.92208862304688,49.670692443847656,115.27999877929688,14.617615699768066,54.065513610839844
2015-04-06,172.43661499023438,97.5776138305664,108.27872467041016,46.847869873046875,32.53479766845703,18.35639762878418,15.962553977966309,25.405834197998047,59.846466064453125,15.744454383850098,95.18462371826172,84.29524993896484,82.02996826171875,49.79697036743164,116.69000244140625,14.80361270904541,54.62638854980469
2015-04-07,171.98020935058594,97.41191101074219,107.58686828613281,46.783843994140625,32.37123107910156,18.316850662231445,15.87697696685791,25.421886444091797,59.987552642822266,15.563200950622559,95.98272705078125,84.36512756347656,82.32658386230469,50.060550689697266,116.11000061035156,14.8797025680542,53.66398620605469
2015-04-08,172.56105041503906,98.18529510498047,108.51222229003906,46.9830436706543,33.04887008666992,18.373981475830078,15.936225891113281,25.216373443603516,60.49391174316406,15.517899513244629,96.01200103759766,84.28749084472656,82.29960632324219,50.04954147338867,115.47000122070312,14.592253684997559,53.74686050415039
2015-04-09,173.3243408203125,98.80216217041016,108.12308502197266,47.04706954956055,33.37601089477539,18.422317504882812,15.962553977966309,25.620973587036133,60.95042037963867,15.451662063598633,94.7672348022461,83.94584655761719,81.88162231445312,50.00011444091797,114.66999816894531,14.592253684997559,52.63151168823242
2015-04-10,174.2702178955078,99.20729064941406,108.64198303222656,47.139564514160156,33.399383544921875,18.49263572692871,15.955974578857422,25.733354568481445,61.47335433959961,15.566691398620605,94.9063949584961,83.92253875732422,81.99628448486328,50.115447998046875,115.97000122070312,14.744430541992188,52.59326934814453
2015-04-13,173.48199462890625,98.95869445800781,108.71114349365234,46.84075164794922,33.20466232299805,18.439903259277344,16.015213012695312,25.476470947265625,61.141353607177734,15.413317680358887,95.03816986083984,84.09337615966797,81.96929168701172,50.022098541259766,115.13999938964844,14.676797866821289,52.45306396484375
2015-04-14,173.81390380859375,98.67322540283203,108.68522644042969,47.18935775756836,33.35264587402344,18.38277244567871,16.015213012695312,25.935649871826172,61.24095916748047,15.49000072479248,95.71175384521484,84.34185028076172,82.15803527832031,50.044063568115234,114.44000244140625,14.744430541992188,52.63788986206055
2015-04-15,174.59376525878906,99.2901382446289,109.4462890625,47.40278244018555,33.58632278442383,18.545373916625977,16.0744571685791,26.555383682250977,61.398658752441406,15.528348922729492,95.6312484741211,84.3884506225586,82.21199035644531,50.24175262451172,115.43000030517578,15.04033374786377,52.24272918701172
2015-04-16,174.5440216064453,99.15205383300781,109.38574981689453,47.53084182739258,33.85114288330078,18.479450225830078,16.100791931152344,26.494380950927734,61.36546325683594,15.427258491516113,95.15531158447266,84.45049285888672,82.164794921875,50.13740158081055,115.02999877929688,15.200966835021973,52.37656021118164
2015-04-17,172.5361328125,97.605224609375,107.61280059814453,46.9332389831543,33.25918197631836,18.224563598632812,15.883563995361328,26.301713943481445,60.83424377441406,15.371500015258789,96.24627685546875,84.62139892578125,82.38720703125,49.98363494873047,115.5999984741211,15.167150497436523,52.13439178466797
2015-04-20,174.11257934570312,99.06915283203125,108.66791534423828,46.9830436706543,33.228023529052734,18.536588668823242,15.949393272399902,26.401248931884766,61.2077522277832,15.601548194885254,95.3968734741211,84.46609497070312,82.19175720214844,50.09345626831055,114.72000122070312,15.099517822265625,52.21085739135742
2015-04-21,173.90518188476562,99.4926986694336,108.55545806884766,47.40278244018555,33.42274856567383,18.52779197692871,15.870403289794922,26.121896743774414,61.614498138427734,15.46212387084961,94.96495056152344,84.28749084472656,82.1715316772461,50.12642288208008,115.37999725341797,14.989606857299805,52.30009078979492
2015-04-22,174.7597198486328,100.0359115600586,108.71978759765625,47.495269775390625,33.781036376953125,18.71676254272461,15.98230266571045,26.295289993286133,61.714073181152344,15.493496894836426,93.51520538330078,83.7982406616211,81.63898468017578,50.07699203491211,113.83000183105469,15.04033374786377,52.408443450927734
2015-04-23,175.19947814941406,100.41342163085938,109.21277618408203,47.67313766479492,34.03030014038086,18.791465759277344,16.00863265991211,26.475107192993164,61.946502685546875,15.580635070800781,93.91788482666016,84.05455780029297,81.84793090820312,50.060550689697266,114.66000366210938,15.226329803466797,52.548641204833984
2015-04-24,175.60606384277344,101.77606964111328,108.84952545166016,47.95058059692383,34.15491485595703,18.95406723022461,15.98230266571045,26.324186325073242,61.747276306152344,15.737488746643066,94.50365447998047,84.34959411621094,82.00301361083984,50.142879486083984,113.05000305175781,15.217877388000488,52.6569938659668
2015-04-27,174.87591552734375,101.5182876586914,107.64739990234375,48.18535614013672,34.287330627441406,19.00680923461914,15.923051834106445,26.295289993286133,60.626712799072266,15.549263000488281,94.50365447998047,84.21760559082031,81.94234466552734,50.15936279296875,115.33000183105469,15.217877388000488,52.5869026184082
2015-04-28,175.43173217773438,101.31570434570312,108.244140625,48.24227523803711,34.34185791015625,19.068334579467773,16.015213012695312,26.426950454711914,60.92554473876953,15.660799980163574,93.2003402709961,83.82936096191406,81.4570083618164,50.08249282836914,116.33000183105469,15.243241310119629,52.48493194580078
2015-04-29,174.70997619628906,100.68043518066406,107.06797790527344,47.82253646850586,33.913448333740234,18.976041793823242,16.00863265991211,26.6324520111084,60.369415283203125,15.59458065032959,92.0581283569336,83.51870727539062,80.78291320800781,49.9891357421875,115.51000213623047,15.34469223022461,51.426937103271484
2015-04-30,172.95925903320312,99.0968017578125,104.80204010009766,47.317413330078125,33.399383544921875,18.712364196777344,15.883563995361328,26.54895782470703,59.52275466918945,15.413317680358887,92.21922302246094,83.49547576904297,80.85030364990234,49.96172332763672,113.47000122070312,15.463053703308105,50.59202194213867
2015-05-01,174.8343505859375,100.40421295166016,105.48527526855469,47.84387969970703,33.60189437866211,18.940885543823242,16.021800994873047,26.609973907470703,60.32790756225586,15.500462532043457,90.9778060913086,83.03898620605469,80.40416717529297,50.07313919067383,113.08000183105469,15.446146011352539,50.974422454833984
2015-05-04,175.33221435546875,100.56995391845703,105.86578369140625,47.79407501220703,33.7966194152832,18.958463668823242,16.17977523803711,26.542545318603516,60.70970916748047,15.615485191345215,90.119384765625,82.86785125732422,80.14730834960938,50.06206512451172,114.0999984741211,15.437689781188965,51.025413513183594
2015-05-05,173.3243408203125,98.93109130859375,104.51666259765625,47.082645416259766,33.430545806884766,18.664026260375977,16.034963607788086,26.215009689331055,59.946075439453125,15.266924858093262,89.9946517944336,82.72789001464844,80.01213836669922,49.99589157104492,114.41999816894531,15.564507484436035,49.916446685791016
2015-05-06,172.6107940673828,98.24974060058594,104.87987518310547,47.203582763671875,33.01771545410156,18.505823135375977,15.955974578857422,26.112255096435547,59.7136344909668,15.183277130126953,88.45390319824219,82.32351684570312,79.66738891601562,49.84698486328125,114.36000061035156,15.564507484436035,49.82081985473633
2015-05-07,173.2994384765625,98.83899688720703,105.2777099609375,47.04706954956055,32.97098159790039,18.642059326171875,16.0678768157959,25.829689025878906,59.99589920043945,15.239047050476074,89.64251708984375,82.6734619140625,79.98507690429688,49.841453552246094,113.41999816894531,15.319331169128418,50.58563995361328
2015-05-08,175.58111572265625,100.07273864746094,106.06471252441406,48.13555908203125,33.39158630371094,18.91012191772461,16.298267364501953,26.253549575805664,60.967041015625,15.347101211547852,89.8846206665039,82.9922866821289,80.44475555419922,50.233062744140625,113.97000122070312,15.403873443603516,51.29308319091797
2015-05-11,174.74313354492188,99.68604278564453,106.12527465820312,47.715816497802734,33.07224655151367,18.813434600830078,16.239017486572266,25.759044647216797,61.000244140625,15.24252986907959,87.69821166992188,82.17572784423828,79.63359069824219,49.91865921020508,113.52999877929688,15.336238861083984,50.52190399169922
2015-05-12,174.22042846679688,99.23491668701172,105.93500518798828,47.68735122680664,32.963199615478516,18.712364196777344,16.17977523803711,25.877843856811523,60.6101188659668,15.225101470947266,87.92564392089844,82.23804473876953,79.51866149902344,49.913150787353516,114.5,15.496870040893555,50.67487335205078
2015-05-13,174.25363159179688,99.43745422363281,105.93500518798828,48.04307174682617,33.025508880615234,18.791465759277344,16.18636131286621,25.8104190826416,60.676517486572266,15.07522201538086,87.2213363647461,82.12909698486328,79.44435119628906,49.841453552246094,116.55000305175781,15.513779640197754,50.19050598144531
2015-05-14,176.0706024169922,100.89217376708984,107.05931854248047,48.61933898925781,33.35264587402344,19.094703674316406,16.331174850463867,25.800783157348633,61.514869689941406,15.249503135681152,87.45609283447266,82.40907287597656,79.71471405029297,50.0841178894043,117.18000030517578,15.606778144836426,51.15925598144531
2015-05-15,176.26148986816406,100.89217376708984,106.9382095336914,48.6762580871582,33.60969161987305,19.033170700073242,16.25876808166504,25.903547286987305,61.63937759399414,15.448184967041016,89.20958709716797,83.0000991821289,80.26897430419922,50.194480895996094,117.52999877929688,15.598322868347168,51.6818733215332
2015-05-18,176.80906677246094,101.3341293334961,108.14900207519531,48.51262664794922,33.2669677734375,19.125469207763672,16.350929260253906,25.926023483276367,62.00458526611328,15.507433891296387,87.71289825439453,82.44017028808594,79.65387725830078,50.111717224121094,117.5199966430664,15.556052207946777,51.54801559448242
2015-05-19,176.75103759765625,101.22364807128906,108.00196075439453,48.327659606933594,33.32149887084961,19.07712173461914,16.44307518005371,25.55673599243164,62.29512405395508,15.542293548583984,86.9352035522461,82.07465362548828,79.2280502319336,50.03449249267578,115.88999938964844,15.226329803466797,51.36957550048828
2015-05-20,176.62655639648438,101.28809356689453,108.20088958740234,48.420135498046875,33.298133850097656,19.090309143066406,16.39699935913086,25.604917526245117,62.37813186645508,15.566691398620605,87.08190155029297,82.2535171508789,79.32263946533203,49.97384262084961,116.08000183105469,15.192513465881348,51.32495880126953
